run_id,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,sample_size,execution_status
run_20260325T014225Z_1227a5,2026-03-25T01:42:25Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"df['year'].between(2013, 2016) | df['hispan'] == 1 | df['bpl'] == 200 | df['citizen'].isin({2, 3}) | df['yrimmig'].between(1900, 2007) and df['age'].between(18, 34) | df['age_at_arrival'] >= 0 (with age_at_arrival = df['yrimmig'] - df['birthyr'])",((df['empstat'] == 1) & (df['uhrswork'] >= 35)).astype(float),(df['yrimmig'] <= 2007) & (df['age_at_arrival'] <= 15) & (df['birthyr'] >= 1982),WLS,"model = sm.WLS(endog, exog, weights=sample['perwt']).fit()",,,sample['perwt'],,0.06737459042157352,0.004168397321354696,75153,success
run_20260325T050312Z_e72ce4,2026-03-25T05:03:12Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | hispan == 1 (general Hispanic category) and bpl == 200 (Mexico birthplace) | age between 18 and 34 inclusive | yrimmig <= 2007 and (yrimmig - birthyr) >= 0 (continuous residence since 2007) | perwt > 0 (positive person weight),full_time = (uhrswork >= 35),daca_eligible = (birthyr >= 1982) & ((yrimmig - birthyr) < 16),WLS,"result = sm.WLS(y, X, weights=weights).fit(cov_type=""HC1"")",,,weights,HC1,0.07979448476496803,0.0048256655991028834,77159,success
run_20260325T054310Z_33929e,2026-03-25T05:43:10Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | hispan == 1 | bpl == 200 | yrimmig > 0 | age > 0 | birthyr >= 1982 | perwt > 0 | uhrswork >= 0 && uhrswork < 99,full_time = (uhrswork >= 35),eligible = (yrimmig <= 2007) and ((age - (year - yrimmig)) < 16) and (birthyr >= 1982) and (citizen == 3),WLS,"model = sm.WLS(full_time, sm.add_constant(eligible), weights=weights).fit(cov_type=""HC1"")",,,weights,HC1,-0.10676799201206803,0.0032022371805708696,355814,success
run_20260325T061631Z_14a2ed,2026-03-25T06:16:31Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2013 and year <= 2016 | hispan == 1 | bpl == 200 | citizen == 2 | birthyr >= 1982 and birthyr <= 1997 | yrimmig > 0 and yrimmig <= 2012,full_time = (uhrswork.where(uhrswork < 96).fillna(0) >= 35).astype(int),dac_elig = ((yrimmig <= 2007) & ((yrimmig - birthyr) < 16)),OLS,"model = smf.ols(""full_time ~ dac_elig"", data=df).fit()",,,,,-0.0067124746467466506,0.010654971161495799,13498,success
run_20260325T070452Z_222d9d,2026-03-25T07:04:52Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"Survey year between 2013 and 2016 inclusive | Hispanic-Mexican origin: hispan == 1, birthplace Mexico (bpl == 200), and non-citizen (citizen in {3,4,5}) | Birth year between 1975 and 1995, immigration year between 1 and 2012, yrimmig <= year, age 18-45, perwt > 0, and arrival_age (yrimmig - birthyr) >= 0 | Usual hours worked (uhrswork) observed",(data['uhrswork'] >= 35).astype(float),((data['birthyr'] >= 1982) & (data['yrimmig'] <= 2007) & ((data['yrimmig'] - data['birthyr']) < 16)).astype(float),WLS,"return sm.WLS(data['full_time'], design_matrix, weights=data['perwt']).fit()",,,data['perwt'],,0.02869027799292526,0.0037417544888168723,103666,success
run_20260325T081226Z_915f4c,2026-03-25T08:12:26Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 (post-DACA period) | hispand == 107 (detailed Mexican origin) and hispan == 1 | born in Mexico (bpld == 20000) | citizen in {3, 4, 5} (noncitizens or first papers pending) to reflect undocumented statuses | year of immigration between 1 and the survey year and arrival_age >= 0 (yrimmig - birthyr) | age > 0 and birthyr >= 1900 to avoid implausible values | person weight perwt > 0 and usual hours reported (uhrswork >= 1)",(uhrswork >= 35),(yrimmig <= 2007) and (arrival_age < 16) and (birthyr >= 1982),WLS,"results = smf.wls(""full_time ~ treatment + female + age + C(year)"", data=sample, weights=sample[""perwt""]).fit()",female | age,C(year),"sample[""perwt""]",,-0.06026039435124631,0.0031342445671337367,155114,success
run_20260325T090459Z_9cf541,2026-03-25T09:04:59Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year >= 2013 and year <= 2016 | perwt > 0 | hispand in {100, 102, 103, 104, 105, 106, 107} and bpl == 200 | citizen == 3 | age between 18 and 34 | yrimmig >= 1900 and yrimmig <= 2016 | empstat in {1, 2, 3}",(df['empstat'] == 1) & (df['uhrswork'] >= 35),"age_2012.between(15, 30) & (arrival_age >= 0) & (arrival_age < 16) & (yrimmig <= 2007)",WLS,"result = smf.wls(formula, data=df, weights=df['perwt']).fit()",,,df['perwt'],,-0.04213447526000684,0.0036778468585413056,75486,success
run_20260325T112804Z_44459d,2026-03-25T11:28:04Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year >= 2013 and year <= 2016 | hispan == 1 and 100 <= hispand < 200 (Mexican Hispanic origin) | bpl == 200 (born in Mexico) | citizen == 3 (noncitizens only) | age between 18 and 39 | valid yrimmig and birthyr values (1900 <= yrimmig <= 2012, birthyr >= 1900) with perwt > 0 and valid hours/empstat",df['full_time'] = ((df['empstat'] == 1) & (df['uhrswork'] >= 35)).astype(int),df['daca_eligible'] = ((df['yrimmig'] - df['birthyr']) <= 15) & (df['yrimmig'] <= 2007) & (df['birthyr'] >= 1982),WLS,"model = sm.WLS(df['full_time'], exog, weights=df['perwt']).fit()",,,df['perwt'],,0.017823812985714272,0.003809694464339867,101564,success
run_20260325T120042Z_141a1f,2026-03-25T12:00:42Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2006 and 2016 (all ACS waves that span DACA implementation) | hispan == 1 and bpl == 200 (Mexican-origin, Mexico-born respondents) | birthyr between 1975 and 2004 and yrimmig <= 2007 (spans a range around the DACA cohort while ensuring arrival before 2007) | yrimmig - birthyr between 0 and 15 (arrived before turning 16) | perwt > 0, statefip between 1 and 56, empstat in {1, 2, 3}, and uhrswork >= 0 (valid weights and employment data)",full_time = (empstat == 1) and (uhrswork >= 35),daca_eligible = (birthyr between 1982 and 1996) and (yrimmig <= 2007) and ((yrimmig - birthyr) <= 15),WLS,"model = sm.WLS(df[""full_time""], X, weights=df[""perwt""]).fit(cov_type=""HC1"")",,,"df[""perwt""]",HC1,0.2680114807541773,0.006731134506628885,157441,success
run_20260325T144028Z_7fd979,2026-03-25T14:40:28Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 inclusive | hispan == 1 and bpl == 200 (Mexican origin and Mexico birthplace) | age between 18 and 34 with birthyr between 1981 and 1996 to capture the DACA-aged cohort | complete data on perwt, yrimmig, birthyr, empstat, and uhrswork with perwt > 0","(data['empstat'].isin([1, 2]) & (data['uhrswork'].fillna(0) >= 35))","(data['birthyr'].between(1981, 1996) & (data['yrimmig'] > 0) & (data['yrimmig'] <= 2007) & ((data['yrimmig'] - data['birthyr']).between(0, 15)))",OLS,"beta, *_ = np.linalg.lstsq(Xw, yw, rcond=None)",,,,,0.024645821371112552,0.0035509068242591812,85190,success
run_20260325T150636Z_030822,2026-03-25T15:06:36Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | hispan == 1 and bpl == 200 (Mexican-born Hispanic respondents) | age between 18 and 34 inclusive with positive person weights (perwt > 0) | non-missing birth year and year of immigration so DACA eligibility can be defined,(empstat == 1) & (uhrswork >= 35),(birthyr >= 1982) & (birthyr <= 1997) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15),WLS,"result = smf.wls('full_time ~ daca_eligible + UNEMP + C(year) + C(statefip)', data=df, weights=df['perwt'], missing='drop').fit(cov_type='HC1')",UNEMP,C(year) | C(statefip),df['perwt'],HC1,-0.02968532968864922,0.004025358032296169,93292,success
run_20260325T155150Z_cf38f6,2026-03-25T15:51:50Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispand in {100, 102, 103, 104, 105, 106, 107} (Mexican-origin detailed Hispanic codes) | bpl == 200 (Mexican-born) | citizen == 3 (non-citizens) | age between 18 and 35 | perwt > 0, birthyr > 0, yrimmig > 0",full_time = (uhrswork >= 35),eligible = ((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16)),WLS,"model = sm.WLS(df['full_time'], x, weights=df['perwt']).fit(cov_type='HC1')",,,df['perwt'],HC1,0.019450788670689813,0.004895695458173771,82264,success
run_20260325T162751Z_e104eb,2026-03-25T16:27:51Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 and bpl == 200 (Mexican-born Hispanic respondents) | yrimmig > 0, yrimmig <= 2012, birthyr between 1982 and 1997, and citizen >= 2 to approximate noncitizens | perwt > 0 to keep positive person weights for the weighted regression",(labforce == 1) & (uhrswork >= 35),(yrimmig > 0) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15) & ((2012 - birthyr) >= 15) & ((2012 - birthyr) <= 30) & (citizen >= 2),WLS,"model = smf.wls(""full_time ~ daca_eligible + C(year)"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""HC1"")",,C(year),"analysis_df[""perwt""]",HC1,0.0037148677648981263,0.0011037303502499185,76681,success
run_20260325T235946Z_52b5ba,2026-03-25T23:59:46Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260326T000447Z_40db57,2026-03-26T00:04:47Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260326T001931Z_e43fcd,2026-03-26T00:19:31Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260326T002357Z_e754c6,2026-03-26T00:23:57Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260326T002532Z_561362,2026-03-26T00:25:32Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260326T005928Z_4edd14,2026-03-26T00:59:28Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year in [2013, 2014, 2015, 2016] | hispan == 1 and bpl == 200 (Mexican origin and Mexico birthplace); age 18-64 with perwt > 0 | valid yrimmig (1900-2016) and birthyr (>1900) needed for eligibility coding",(empstat == 1) & (uhrswork >= 35),yrimmig > 0 and yrimmig <= 2007 and birthyr >= 1982 and (yrimmig - birthyr) < 16,unknown,"beta = np.linalg.solve(xtwx, xtwy)",,,,,-0.07286466815332722,0.0038125267424955695,301610,success
run_20260326T011806Z_5e7faa,2026-03-26T01:18:06Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year >= 2013 and year <= 2016 | hispan == 1 and hispand in {100, 102, 103, 104, 105, 106, 107} and bpl == 200 and citizen == 3 | yrimmig > 0 and arrival_age between 0 and 40 and age_2012 between 12 and 40",fulltime = ((empstat == 1) & (uhrswork >= 35) & (uhrswork <= 96)).astype(int),treatment = ((yrimmig <= 2007) & (arrival_age < 16) & (age_2012 >= 16) & (age_2012 < 31)).astype(int),WLS,"result = sm.WLS(df[""fulltime""], sm.add_constant(df[""treatment""], has_constant=""add""), weights=df[""perwt""]).fit()",,,"df[""perwt""]",,-0.01791637010223287,0.0031959024900627656,139624,success
run_20260326T013858Z_96cf6f,2026-03-26T01:38:58Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year >= 2013 and year <= 2016 | age >= 16 | bpl == 200 (Mexico) and hispand in {100, 101, 102, 103, 104, 105, 106, 107} | citizen == 3 (noncitizen) with perwt > 0 and valid hours/employment indicators",((empstat == 1) & (uhrswork >= 35)).astype(float),(yrimmig <= 2007) & (birthyr >= 1982) & (yrimmig < birthyr + 16),WLS,"result = sm.WLS(df[""full_time""], X, weights=df[""perwt""]).fit()",,,"df[""perwt""]",,-0.05920769659218902,0.0028125858484222993,230358,success
run_20260326T015518Z_fdaadd,2026-03-26T01:55:18Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2013 and year <= 2016 (post-DACA years) | hispan == 1 and bpl == 200 and citizen == 3 (Mexican-born noncitizen population) | birthyr between 1980 and 1999 with birthqtr 1-4 and yrimmig > 0 (DACA-age immigrant cohort with positive weights),full_time = (empstat == 1) and (uhrswork >= 35),DACA_eligible = ((birthyr > 1981) or (birthyr == 1981 and birthqtr >= 3)) and (yrimmig <= birthyr + 15) and (yrimmig <= 2007) and (citizen == 3),WLS,"smf.wls(""full_time ~ DACA_eligible + C(statefip) + C(year)"", data=df, weights=df[""perwt""])",,C(statefip) | C(year),"df[""perwt""]",,-0.08956784269387741,0.003458957835331197,84475,success
run_20260326T022622Z_2f3f89,2026-03-26T02:26:22Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"All state-year observations from policy_labor_market_data.csv for 2013-2016 with observed LFPR, UNEMP, and a recorded DRIVERSLICENSES indicator | This keeps states that reported the relevant labor-market outcomes and allowed us to track policy variation during the early DACA period | Because the dataset covers the full panel of U.S. states, the analytic sample includes states that did and did not extend undocumented driver licenses",full_time_share = 1 - (UNEMP / 100) to proxy for the share of the Hispanic-leaning adult labor force employed full-time,daca_policy_cohort = (DRIVERSLICENSES == 1) taken as a proxy for state-level expansions that mirror DACA's labor-authorization goals,OLS,"model = sm.OLS(dataset['full_time_share'], sm.add_constant(dataset[['daca_policy_cohort', 'year']])).fit()",,,,,-0.0040785682916113335,0.0020724458312669294,204,success
run_20260326T033520Z_ee7d41,2026-03-26T03:35:20Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | hispan == 1 and bpl == 200 | citizen == 3 (foreign-born noncitizen) | age >= 18 | birthyr >= 1982 | yrimmig > 0 and yrimmig >= birthyr | 0 <= uhrswork <= 98,full_time = uhrswork >= 35,daca_eligible = (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15) & (birthyr >= 1982),OLS,"model = smf.ols('full_time ~ daca_eligible + C(year)', data=sample).fit(cov_type='HC1')",,C(year),,HC1,-0.041447935047385476,0.003870773043734157,65362,success
run_20260326T042249Z_1311ca,2026-03-26T04:22:49Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | age between 18 and 45 to focus on working-age adults | hispan == 1 (Mexican origin general version) and bpl == 200 (Mexico-born) | perwt > 0 to rely on valid person weights | yrimmig between 1900 and 2007 with non-negative immigration age to approximate continuous U.S. presence since June 2007,full_time = (uhrswork >= 35),daca_eligible = (birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16),WLS,"model = sm.WLS(full_time, X, weights=weights)",,,weights,,-0.054416456522968865,0.003281527109779152,188828,success
run_20260326T043708Z_38233c,2026-03-26T04:37:08Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 and hispand in {100, 102, 103, 104, 105, 106, 107} | bpl == 200 (Mexico birthplace) | birthyr between 1982 and 1997 | citizen == 3 (noncitizen) with yrimmig > 0 | perwt > 0 and age >= 16",(df['uhrswork'] >= 35).astype(float),(df['yrimmig'] <= 2007) & ((df['yrimmig'] - df['birthyr']) <= 15) & (df['yrimmig'] <= 2012),WLS,"results = sm.WLS(y, X, weights=df['perwt']).fit(cov_type='HC1')",,,df['perwt'],HC1,-0.054723122449173475,0.004632756946254178,67160,success
run_20260326T072851Z_00f13d,2026-03-26T07:28:51Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year in [2013, 2014, 2015, 2016] | hispand in [100, 102, 103, 104, 105, 106, 107] | bpl == 200 | age between 18 and 35 (inclusive) | perwt > 0 | nonmissing yrimmig, wrklstwk, uhrswork",fulltime = (wrklstwk == 1) & (uhrswork >= 35),eligible = (birthyr between 1982 and 1994) & (yrimmig <= 2007) & (arrival_age between 0 and 15),WLS,"sm.WLS(df['fulltime'], sm.add_constant(df['eligible']), weights=df['perwt']).fit(cov_type='HC1')",,,df['perwt'],HC1,0.009549749289322132,0.001577422882489552,101651,success
run_20260326T074907Z_a9e18a,2026-03-26T07:49:07Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"2013 <= year <= 2016 | hispan == 1 | hispand in {100, 102, 103, 104, 105, 106, 107} | bpl == 200 | citizen == 3",(empstat == 1) & (uhrswork >= 35),((yrimmig - birthyr) <= 15) & (yrimmig <= 2007) & (birthyr >= 1982),OLS,"model = smf.ols(""full_time ~ daca_eligible + C(year) + C(statefip)"", data=df).fit(cov_type=""HC1"")",,C(year) | C(statefip),,HC1,-0.11201818014948478,0.0026287869181072765,240594,success
run_20260326T080122Z_9128e2,2026-03-26T08:01:22Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 | hispand in {100, 102, 103, 104, 105, 106, 107} | birthplace (bpl) == Mexico (200) | citizen in {3, 4, 5} | birth year between 1982 and 1996 | year of immigration between 1900 and 2012 | arrival age between 0 and 30",full_time = uhrswork >= 35,eligible = (yrimmig <= 2007) & (arrival_age <= 15),unknown,"beta = np.linalg.solve(xtwx, xtwy)",,,,,-0.04054078630886102,0.0039816961616014656,60523,success
run_20260326T083603Z_b38ad4,2026-03-26T08:36:03Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 (post-DACA target years) | hispan == 1, bpl == 200, citizen == 3 to isolate Mexican-born Hispanic noncitizens | birthyr between 1974 and 2000 with yrimmig between 1970 and 2016 and valid usual hours recorded",full_time = (uhrswork >= 35),(birthyr >= 1982) & (birthyr <= 1997) & (yrimmig <= 2007) & (yrimmig <= birthyr + 15),WLS,"results = smf.wls(""full_time ~ eligible + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",,C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",-0.02384887448906991,0.004548057174881297,127098,success
run_20260326T090351Z_fda348,2026-03-26T09:03:51Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2006 and 2016, hispan == 1, bpl == 200, birthyr between 1981 and 1997, age between 15 and 40, yrimmig >= 1900, perwt > 0 | Mexico-born respondents who arrived before age 16 (yrimmig - birthyr <= 15) and before 2007 | Full-time employment measured as empstat == 1 and usual hours between 35 and 98",(empstat == 1) & (35 <= uhrswork <= 98),(yrimmig - birthyr <= 15) & (yrimmig <= 2007),WLS,"sm.WLS(df['full_time_emp'], sm.add_constant(pd.concat([df[['daca_post','daca_eligible','post','age_centered','age_centered_sq','year_centered']], pd.get_dummies(df['statefip'], prefix='state', drop_first=True)], axis=1).astype(float)), weights=df['perwt']).fit()",,,df['perwt'],,0.04188677192534565,0.004201975729465101,227264,success
run_20260326T094036Z_b491ed,2026-03-26T09:40:36Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 inclusive | hispan == 1 (general Mexican Hispanic origin) | bpl == 200 (born in Mexico),"full_time = ((empstat in {1, 2}) and (wrklstwk == 1) and (uhrswork >= 35))",daca_eligible = (1982 <= birthyr <= 1997) and (yrimmig <= 2007) and ((yrimmig - birthyr) <= 15),WLS,"clustered = smf.wls('full_time ~ daca_eligible + C(year) + C(statefip)', data=sample, weights=sample['perwt']).fit().get_robustcov_results(cov_type='cluster', groups=sample['statefip'])",,C(year) | C(statefip),sample['perwt'],cluster,0.006344969935846554,0.0008175576893415508,356253,success
run_20260326T100410Z_975fa5,2026-03-26T10:04:10Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2006 and 2016 excluding 2012 | hispan == 1, hispand in [100, 102, 103, 104, 105, 106, 107], and bpl == 200 | noncitizens (citizen == 3) born between 1975 and 1995 who arrived in the U.S. by 2012 | keep both early (< 16) and late arrivals so the DACA eligibility indicator varies by arrival age while matching a Mexican-born Hispanic sample",full_time = ((labforce == 1) & (empstat == 1) & (uhrswork >= 35)),eligible = ((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16) & (citizen == 3)),OLS,"beta = np.linalg.lstsq(X_star, y_star, rcond=None)[0]",,,,,0.0,0.0,275225,nonpositive_se
run_20260326T102340Z_302f9c,2026-03-26T10:23:40Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"2013 <= year <= 2016 | hispan == 1 and hispand in {100,102,103,104,105,106,107} and bpl == 200 | citizen == 2 | 18 <= age <= 35 | empstat in {1,2}","int(empstat in {1, 2} and uhrswork is not None and uhrswork >= 35)",(0 <= yrimmig - birthyr <= 15) and yrimmig <= 2007 and ((birthyr < 1981) or (birthyr == 1981 and birthqtr >= 3)),unknown,beta = xtx_inv @ (X.T @ y),,,,,0.028207873469902722,0.00856404599156947,16817,success
run_20260326T103659Z_15944c,2026-03-26T10:36:59Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispand in {100, 102, 103, 104, 105, 106, 107} | bpl == 200 (Mexico) | age between 18 and 34 | positive perwt and non-missing statefip, yrimmig, birthyr, uhrswork, and 0 <= uhrswork <= 98","(uhrswork >= 35).astype(""int8"")",(1982 <= birthyr <= 1997) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16),WLS,"model = smf.wls(""full_time ~ treatment + C(year) + C(statefip)"", data=df, weights=df[""perwt""])",,C(year) | C(statefip),"df[""perwt""]",,-0.021044165189095878,0.003970692432095926,93255,success
run_20260326T111856Z_009a54,2026-03-26T11:18:56Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 to cover the post-DACA window of interest | Mexico-born Hispanics (bpl == 200, hispan == 1, hispand between 100 and 199) to isolate ethnic Mexicans | Valid birth and immigration years (1900–1994 for birthyr, 1900–2012 for yrimmig) with positive person weights so that age-at-arrival can be computed",full_time = (uhrswork >= 35) using usual hours worked per week,daca_eligible = (age_at_arrival < 16) & (birthyr >= 1982) & (yrimmig <= 2007),unknown,robust_result = model.fit().get_robustcov_results(cov_type='HC1'),,,,HC1,0.04518547211723545,0.0032498624220157874,321031,success
run_20260326T115958Z_309cb0,2026-03-26T11:59:58Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 inclusive | birthplace (bpl) equals 200 (Mexico) | hispand is one of {100, 102, 103, 104, 105, 106, 107} for Mexican origin | citizen == 3 (noncitizen), yrimmig > 0, arrival age >= 0, and nonmissing age/birthyr/yrimmig | age in 2012 between 15 and 30 inclusive and empstat/uhrswork values recorded",(empstat == 1) & (uhrswork >= 35),(yrimmig <= 2007) & ((yrimmig - birthyr) < 16) & ((age - (year - 2012)) < 31),OLS,"smf.ols(""full_time ~ daca_eligible + age + C(year)"", data=model_data).fit(cov_type=""HC1"")",age,C(year),,HC1,0.005242486868890433,0.004118734974211465,66688,success
run_20260326T122808Z_1e3b3b,2026-03-26T12:28:08Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 with perwt > 0 | age between 18 and 39 | hispan == 1 and hispand in {100, 102, 103, 104, 105, 106, 107} | bpl == 200 (Mexico) and yrimmig > 0","full_time = ((empstat == 1) & (uhsrwork_cleaned >= 35)).astype(int) where uhrswork_cleaned = uhrswork.where(uhsrwork.between(1, 98), 0)","eligible = age_eligible & arrived_by_2007 & arrived_before_16 where age_eligible = birthyr.between(1982, 1996), arrived_by_2007 = yrimmig <= 2007, arrived_before_16 = (yrimmig - birthyr).between(0, 15)",WLS,"results = sm.WLS(outcome, design, weights=weights).fit(cov_type=""HC1"")",,,weights,HC1,-0.035907289790457084,0.0035666383194219464,135712,success
run_20260327T191355Z_960ba5,2026-03-27T19:13:55Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260327T191828Z_47af90,2026-03-27T19:18:28Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260327T192359Z_6134a8,2026-03-27T19:23:59Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260327T192708Z_1d1095,2026-03-27T19:27:08Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260327T192851Z_c6fe79,2026-03-27T19:28:51Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,failed_validation
run_20260327T193036Z_2a6baf,2026-03-27T19:30:36Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2013 and year <= 2016 | perwt > 0 | statefip between 1 and 99 | age between 17 and 35 | birthyr between 1900 and 2015 | yrimmig between 1900 and 2016 | hispan == 1 (ethnically Mexican Hispanic) | bpl == 200 (born in Mexico) | citizen == 3 (noncitizen),(df['empstat'] == 1) & (df['uhrswork'] >= 35),(df['yrimmig'] <= 2007) & ((df['yrimmig'] - df['birthyr']) >= 0) & ((df['yrimmig'] - df['birthyr']) < 16) & ((2012 - df['birthyr']) >= 16) & ((2012 - df['birthyr']) < 31),OLS,"beta, se = weighted_lstsq(y, X, weights)",,,,,-0.014501534718207712,2.9552975119453595e-05,84663,success
run_20260327T194438Z_dd93ac,2026-03-27T19:44:38Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year >= 2013 and year <= 2016 | hispan == 1 and bpl == 200 (Mexican-born Hispanics) | yrimmig > 0 and yrimmig <= 2007 and (yrimmig - birthyr) < 16 | birthyr >= 1970 and birthyr <= 1999 | uhrswork between 1 and 99 and perwt > 0,((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16)).astype(int),WLS,"result = smf.wls(""full_time_employed ~ treatment + age + age_sq + C(statefip) + C(year)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",age | age_sq,C(statefip) | C(year),"df[""perwt""]",HC1,0.09383495982197655,0.007877394873524318,54766,success
run_20260327T195631Z_c0e488,2026-03-27T19:56:31Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260330T160824Z_456d1e,2026-03-30T16:08:24Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 inclusive | hispan == 1 (Mexican origin – general definition) | bpl == 200 (born in Mexico) | citizen in {3, 4, 5} (non-citizen statuses that reported legal documentation) | age between 16 and 34 inclusive | perwt > 0 (positive person weight) | uhrswork between 0 and 96 (valid usual hours)",full_time = (uhrswork >= 35) for records with valid usual hours,treatment = 1 when birthyr between 1982 and 1996 AND yrimmig is non-missing & <= 2007 AND arrival age (yrimmig - birthyr) is between 0 and 15,WLS,"model = sm.WLS(df[""full_time""].astype(float), sm.add_constant(df[[""treatment""]]), weights=df[""perwt""]).fit()",,,"df[""perwt""]",,0.016664829486658494,0.003600890061241085,80005,success
